gene name,geneId,adipose tissue,adrenal gland,appendix,bone marrow,breast,cerebral cortex,"cervix, uterine",colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,kidney,liver,lung,lymph node,ovary,pancreas,parathyroid gland,placenta,prostate,rectum,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spleen,stomach,testis,thyroid gland,tonsil,urinary bladder,max,min,std diviacija,mediana
HDAC7,ENSG00000061273,31.8,27.4,39.4,15.4,9.6,8.4,22.5,9,9.7,38.1,16.6,12.1,28.2,26.2,8.9,9,1.7,33.6,32.6,25.4,2.2,43.9,28.9,20.8,5.3,7.4,25.3,5.9,24.3,13,25.1,41,14.5,10.4,20.4,14.2,22.3,43.9,1.7,11.37806188,20.4
LZTS1,ENSG00000061337,2.6,2.3,2.1,0.1,1.6,12.3,1.7,0.5,0.6,3,1.1,3.9,1.3,5.7,1.4,1,0.2,3.9,1.2,1.2,0.2,125.4,9.5,1.9,0.5,0.3,1.6,0.4,5.5,0.7,3.7,0.7,0.8,12.4,2.8,0.5,1.8,125.4,0.1,20.14919516,1.6
PRDM6,ENSG00000061455,0.8,0.1,0.5,0,0.4,0.1,1.1,0.6,0.3,1.2,0.2,0.7,0.2,5.2,0.2,0.2,0,4,0.1,2.3,0,0.3,5.9,2.3,1.1,0,0.2,0,0.3,0.4,1,0,0.2,0.6,1.1,0.1,2.7,5.9,0,1.402481366,0.3
WNT8A,ENSG00000061492,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.7,0,0.114856915,0
SPAG4,ENSG00000061656,1.7,4.4,4.4,4.3,2.9,1.6,5.7,4.8,6.3,3.2,6.8,1.6,4.4,6.3,2.1,2.1,1,3.4,3.3,3.1,18.6,7.6,2.1,2.5,3.2,1.6,3.1,0,0.5,3.8,2.3,3.1,6.9,22.5,2.1,5.3,13.6,22.5,0,4.539710349,3.2
NCKAP1,ENSG00000061676,57.8,58.2,34.9,0.6,60.5,145.1,84.5,46.1,56.2,88,64.3,90.4,68.9,66.9,46.8,75.5,21.2,60.3,11.7,55.4,9,142.7,71.8,90.6,53.5,16.9,91.2,24.4,60.8,56.5,108,28.4,53.5,60.1,142.5,22.4,58.3,145.1,0.6,34.66868397,58.3
MRPS35,ENSG00000061794,30,53.4,35,18.9,51.3,41.9,34.8,57,51.4,42.2,34.6,38.4,45.7,36.9,39.1,78.7,38.4,31.1,35.6,31,5.7,50.4,40.4,49.2,64.7,12.1,32.8,28.3,27,49.6,42.3,27.9,40.6,32.9,71.7,28.1,36.6,78.7,5.7,14.37828998,38.4
GUCY1B3,ENSG00000061918,15.7,9.9,21.7,1.4,5.8,79.1,17.3,8.7,6,28.5,7.7,9.5,23,22.1,12.8,14.7,4.1,21.7,12.5,5.1,2.3,177.3,65.3,23.4,9.8,1.3,17.2,2,3.3,7.9,37.1,15.9,5,4.8,10.9,7,14.5,177.3,1.3,30.68263333,10.9
SFSWAP,ENSG00000061936,11.6,9,13.5,17.7,8,13.1,8.9,7.2,10.2,12.3,5,7.6,11.1,7.4,3.7,5.8,2.4,11.9,12.9,11.9,2,14.5,11.6,10,4.7,4.9,9.6,5.3,18.1,10.5,8.2,17.2,8.6,12.8,7.4,7,5.5,18.1,2,3.99541739,9
TNK2,ENSG00000061938,16.6,14.3,35.3,45.5,15.7,109.5,10.3,8.1,10,19.5,11.3,17.8,25.7,15.3,11.1,4.3,3.5,21.4,35.5,15.3,2.5,12,18.4,25.6,6.1,11.5,16.3,19.1,71.1,10.5,12.5,38.8,18.3,23.2,10.6,18.6,14,109.5,2.5,19.58479308,15.7
MON2,ENSG00000061987,11,11.2,12.1,5.9,11.2,14.7,17.9,8.8,8.2,17.3,9.8,9.9,13.4,13.6,4,11.1,7.2,12.8,11,15.2,2.8,34.8,14.5,15.7,11.3,4.8,11,1.3,10.1,8.5,13.1,12.7,9.9,13,21.5,8.9,10.3,34.8,1.3,5.601409872,11.1
CDH3,ENSG00000062038,0.2,0.3,4.7,0,13.3,1.8,3.1,0.4,0.4,17.6,15,7.3,11,2.9,0,2.9,0,3.3,3.4,26.5,0.1,1.1,6.6,19.2,0.8,2.2,7.2,0,31.9,0.2,7.6,16.2,0.9,3.3,1.3,12,3.8,31.9,0,7.767096414,3.1
ARSF,ENSG00000062096,0,4,0,0.1,0.2,2.1,0,0,0,0,2,2.3,0,0,0,8,0.6,0.1,0,0,0,0,0,0.2,0,0,0.1,0,6.7,0,0,0,0,0,0,0.4,0.5,8,0,1.795843753,0
GPBP1,ENSG00000062194,40.5,63.7,52.2,42.6,69,67,65.6,35,32.4,71.7,58.3,37.1,77.4,58.4,21.4,43.1,22.6,59.9,66.3,82.8,7.6,87.4,62.3,58.6,40.8,18.7,50.5,17.5,45.1,38.1,48.6,63.5,35.3,138.7,88.1,48.9,43.4,138.7,7.6,24.10226417,50.5
DGAT2,ENSG00000062282,493.2,4.9,27.3,4.4,45.6,10.8,1.2,9.1,14.1,1.9,2.1,26.8,3.2,9.2,7.1,3.6,170.9,5.1,4.3,2.1,0.9,1.2,2.2,3.5,5.5,4.3,2.2,1,116.1,8.9,4.3,8.2,12.2,57.6,14.7,16.5,7.4,493.2,0.9,83.96679037,5.5
ZNF112,ENSG00000062370,1.5,3.6,1.1,0.1,5.2,4.9,3.5,2.5,2.6,6.3,4.6,2.9,6.4,3.7,2.2,3.1,0.8,3.7,1,5.4,0.4,7.5,3.6,6.3,3.2,1.2,5.5,0.6,3.4,2.9,4.2,2.8,3,13.8,7,1.4,2.4,13.8,0.1,2.55256785,3.2
CS,ENSG00000062485,155,95.8,75.5,49.9,60.5,96.5,77.2,98.2,91.4,87.5,24.9,99.7,91,58.9,190.9,80.7,17.1,80.8,69,64.2,12,151.9,60.2,88.5,124.5,30,80.3,177,54.9,83.8,108,59.7,58.2,41.9,81.5,86.3,65,190.9,12,39.12941537,80.7
LTK,ENSG00000062524,0.4,0.4,1.9,2.8,0.3,0.7,0.9,5.1,12.6,0.3,0,0.2,0.6,3.7,0.2,0.9,1.5,11.8,1.4,0.1,0,2.3,15.2,0.5,6.2,5.4,0.4,0,1.7,14.2,0.5,5.5,9.4,2.6,0.6,2,1.2,15.2,0,4.186661836,1.2
MRPS24,ENSG00000062582,56.1,93.9,52.1,53,57.1,64.4,52.9,58.2,67.1,62.3,47.4,58.1,81,47.3,63.7,74.8,46,45.3,50.3,71.1,20.5,51,52,69,46.9,40.7,51.9,147.5,53.2,65.2,50,53.1,55.3,68.3,53.5,39.7,38.9,147.5,20.5,19.59187083,53.2
ELMO2,ENSG00000062598,18.5,23.4,21.3,25.7,16.1,58.2,25.9,10.7,9.9,25.7,25.2,24.4,26.3,18.2,11,16.3,5.1,25.7,24.1,16.8,4.6,57.2,23.8,35,12.4,6.5,37,8.2,27.9,11.8,35.2,26,10.3,44.7,26.7,19.3,16.8,58.2,4.6,12.41264642,23.4
WAPL,ENSG00000062650,17.6,17.4,26.4,17.2,20.6,17.4,19.8,15.2,15.3,24.8,10.7,17.7,19.3,21,6.8,18,11.7,24.8,29.2,17.1,3,32.7,26.5,21.2,16.8,4.8,16.6,6.8,21.2,17.6,21.9,26.2,15.5,64.5,30.6,25.3,16.3,64.5,3,10.02367832,17.7
VMP1,ENSG00000062716,37.4,58.6,47.1,14.3,28.9,52.6,38.3,48.6,62,36.5,26.5,32.2,25.5,59,14.5,35.8,26.9,39.3,27.1,26.5,5,43.3,52.6,40.1,47.2,9.6,25.7,6.2,23.7,59.7,30.8,63.4,27.4,40.2,44.4,18.4,34.9,63.4,5,15.43664968,35.8
APPBP2,ENSG00000062725,16.2,14.8,13.8,2.7,14.2,31.8,18.1,10.3,7.4,21.5,11.6,11.5,16.6,18.4,4.6,14.1,5.7,14.4,10.1,24.1,2.4,26.3,17.6,22.2,10,3.6,14.2,3,10.4,8,17.6,16.5,10.2,44.6,21.6,7.6,13.5,44.6,2.4,8.411142563,14.1
POLD1,ENSG00000062822,4.8,4.8,17.8,21.4,3.7,4.9,5.6,8,6.9,10.1,2,8.3,8.1,6.7,1.8,2.6,1.8,10.1,17.5,5.7,0.6,6,11.9,5.3,5.1,3.2,6.1,1.5,14.5,9.8,6.6,13.1,5.9,14.5,8,8.7,5.7,21.4,0.6,4.810154829,6.1
SEZ6,ENSG00000063015,0,0.8,0.4,0.2,0,54.3,0,0.4,1,0,0.3,0,0.1,0,0,0,0,0.2,0,0,0.1,0,0.1,0.3,0.5,0,0.1,0,0.3,0.2,0.2,0.1,0.4,0.8,0.2,0,0.2,54.3,0,8.777785062,0.1
EIF4B,ENSG00000063046,197.4,224.7,180.3,135.1,291.4,157.1,321.8,162.1,189.8,393.8,153.3,178.5,434.7,248.6,116.7,201.9,106.9,194.1,255.9,757.9,57,328.2,212.2,236.3,183.4,105,190.5,179.4,197.4,173.1,257.1,235.8,150.1,149.3,375.1,257.1,217.6,757.9,57,119.0957892,197.4
SLC6A16,ENSG00000063127,2.1,1.5,4,3.1,2.1,1.8,1.8,1,1.2,4.1,2.9,2,4.7,4.1,0.8,2.4,2.5,4,8.8,4.9,0.6,3.4,4.8,3.3,1.3,0.6,4.1,0.2,2.5,1,2.8,4.5,1.1,162.8,3.4,5.2,1.7,162.8,0.2,26.00394756,2.5
GLTSCR1,ENSG00000063169,8.5,4.8,9.1,5,6.1,8.1,9.7,6,8.9,13.3,3.2,6.4,13,6.3,2.5,3.3,2,7.5,6.8,11.1,0.9,15.4,10.7,11.2,6.4,2.1,8.9,2.1,6.8,7.9,12.8,8.9,5.4,5.6,8.9,5.2,5.4,15.4,0.9,3.44124003,6.8
SPHK2,ENSG00000063176,6.6,6.8,8.7,2.1,2.5,17.5,6,8.1,22.1,7.1,2.6,2.3,6.8,4.7,1.7,12.9,3.8,5.3,6.7,6.2,0.9,14.4,3.1,8.1,3.9,2,6.2,1.3,2.8,16.3,3.9,7.5,6.7,15,7.2,2.8,3.9,22.1,0.9,4.900763942,6.2
RPL18,ENSG00000063177,435.9,716.5,697.8,962.7,1107.4,342.6,934.4,605.6,722.4,1031.8,494.1,826.6,1314,702.4,309.9,245.2,193.4,582.9,1298.7,2572,344.8,327.4,774.8,910.1,457,648.7,729.7,308.8,1172,684.8,534.3,1021.8,589.9,356.4,869.5,660.4,642.6,2572,193.4,420.4925229,684.8
CA11,ENSG00000063180,3.3,20.1,4.1,1,7.3,244.1,7.7,2.5,8.4,49.2,31.6,5.4,27.4,7.9,2.6,6.5,0.4,6.8,5.3,49.5,0.9,43.6,1.5,10.7,2.5,2.6,17.9,3,12.7,6.7,25.9,5.5,4.1,6.8,10.6,4.5,2.9,244.1,0.4,39.92296874,6.7
ISOC2,ENSG00000063241,23.9,32.4,28.3,13.8,17.2,26.4,27.6,28.8,38.1,19.9,10.8,24.3,30.2,28.6,25.5,63.1,49,23,22.5,17.7,7.1,35.3,14.2,29.2,19.2,19.1,42.4,33.8,21.1,42.5,25.8,35,22.4,39.2,36.6,13.7,25.9,63.1,7.1,11.02611019,25.9
U2AF2,ENSG00000063244,67.6,81.4,134,90.2,56.2,87,91.2,66.4,84.6,102,64.6,75.7,122.9,85.3,39.8,40.2,24.6,87.1,137.2,107.5,13.8,103.4,89.4,87.9,57.2,29.5,92.2,20.6,92.3,88.2,90.1,114.5,64.8,108.1,93.8,83.9,75.7,137.2,13.8,29.25195854,87
EPN1,ENSG00000063245,39.2,36.6,36.3,13.8,12.7,77.3,22.3,34.9,89.4,25.1,11.3,20.9,28.9,22,22,29,18.9,29.2,21.6,33.5,14.9,21.5,25.1,36.6,17.4,13.9,28.5,43.3,32.9,88.1,16,49.3,68.5,46.5,18.2,10.3,12.9,89.4,10.3,19.97985179,25.1
MED29,ENSG00000063322,20.4,26.5,21.4,11.5,21.7,48.3,29.7,16.1,17.3,29.7,26.1,17.2,47.3,27.5,14.3,23.3,10.8,26.5,22.3,40.7,5.1,64.5,22.7,33.3,14.4,10.2,33.8,10.1,19.2,18.7,27.1,27.2,16.2,21.8,51.1,15.5,19.8,64.5,5.1,12.43263807,21.8
AHRR,ENSG00000063438,0.4,0.3,0.9,0.2,0.4,2,3.9,1.4,0.9,2.4,1.2,1.4,0.6,2.5,0.1,0.3,0.1,1.2,0.6,2.6,0.2,0.3,3.5,0.5,1.4,0.3,0.4,0,7.9,2.2,0.5,7.6,0.7,65.2,0.3,0.5,2.5,65.2,0,10.49245929,0.7
GSC2,ENSG00000063515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0.486486486,0
ZNF275,ENSG00000063587,8.7,79.3,7.5,2.6,6.2,17.7,13.4,4.9,4.6,15.6,23.6,3.6,12,12.5,3.1,6.2,7.2,6.8,8.6,57.5,2.2,14.4,4.9,12.7,5.6,3,21.8,1.4,1.9,4.4,11.8,13,5.8,17.4,12.5,8.2,6.1,79.3,1.4,14.74604205,7.5
MTMR1,ENSG00000063601,7.3,8.6,15,7.8,15.4,26.1,12.6,8.3,9.1,12,8.6,22.8,15.7,11.4,8.2,9.1,4.7,14.2,25.6,8.8,2.1,26.6,20.5,18,10.4,4.7,15.4,7.2,25.5,9.2,10.6,20,10,14.2,16.9,23.5,13.3,26.6,2.1,6.495964922,12
GPC1,ENSG00000063660,21.9,41.7,12.3,0.2,12.1,50.2,21.5,7.6,5.8,13.5,11.3,41.6,12,13.1,41.2,6.1,5.4,13.3,1.5,22.5,5.4,9.8,42,67.5,3.8,10.3,32.3,37.7,265.8,5.6,23.2,8,7.2,55.6,7,6.1,16.3,265.8,0.2,43.30251529,12.3
ADCK1,ENSG00000063761,3.9,5.4,3.7,2.4,3.4,9,3.6,4.7,5.2,4.2,5.4,3.8,5.1,4.1,3.4,4.2,1.3,4.2,3.4,3.5,0.9,7.9,5.1,5.2,5,1.9,5.3,2.4,4.6,4.4,6.9,4.7,3.2,3.9,6.8,3.2,3.7,9,0.9,1.612197843,4.2
HAGH,ENSG00000063854,44.2,120.4,27.2,49.6,23.6,91.4,34.1,28.4,45.8,27.1,37.9,32,46.4,34.1,89.3,104.7,124.4,55.6,27,17.7,13.4,66.6,33.3,48.3,25.5,14.2,53.6,68.6,33.1,49.8,36.2,36.9,29.2,105.8,49.4,16.8,23.4,124.4,13.4,29.19667221,36.9
RNF4,ENSG00000063978,30.9,30.5,46.7,27,32.5,41.6,40,25.2,27.8,44.9,32.6,29.7,43.9,42.6,15.9,27.9,11.4,36.8,54.2,36.4,5.4,48,38.8,36.7,28.9,11.6,37.5,7.4,29.3,27.4,46.5,46,25.7,57,48.7,43.4,33.3,57,5.4,12.31501308,33.3
CASP8,ENSG00000064012,13.2,11.3,38,39.4,16.8,4.5,14.9,15.4,19.9,14.2,15.8,11.5,22.5,20.1,3.4,11.5,7.1,29.3,41.5,9.6,1,6.8,14.1,11.1,19.1,3.4,10.2,1.1,14.1,19.6,14.7,44.8,14.8,8.2,13.4,27,22.1,44.8,1,10.71932711,14.2
LIMCH1,ENSG00000064042,46.3,47.8,6.7,0.1,28.2,79.6,17.4,7.4,4.5,10.7,7.1,18.2,28.2,34.3,63.5,31.3,6.2,184.7,2.7,45.2,2.2,190.9,13.7,92,8.2,30.4,34.9,72.2,14.6,8.1,15.2,150.9,9.3,17.4,69.1,3.1,29.3,190.9,0.1,47.10779116,18.2
INTS13,ENSG00000064102,10.2,23.1,14.4,11.2,14.1,14.6,12.5,9.5,9.4,16.6,12.1,12.6,12.9,12,5.8,13.2,7.4,10.5,18,7.8,1.7,14.4,13.6,13.2,11.2,3.8,8.8,5.4,13.8,6.9,16.8,16.5,13.6,21.5,15.3,14.4,12.6,23.1,1.7,4.395821111,12.6
TM7SF3,ENSG00000064115,34,49.2,28.4,35.7,32.9,42.1,45.8,45.8,28.8,40.8,50.5,53,52.4,67.4,12,190.9,54.9,61.6,28.1,31.6,17.6,61.9,42.3,49.8,55.6,13.2,48.6,4.6,48.5,32,50.1,38.1,35,45.3,55.2,29.8,45.2,190.9,4.6,28.15335288,45.2
DLX3,ENSG00000064195,0.1,0.2,0.1,0,1.7,0.4,0.2,0.1,0,0,0.4,1.3,0.1,0,0,0.2,0,0.6,0,0.4,0,0,10.7,0.8,0,0.1,1.1,0,21.9,0.4,0,0,0,0.8,3.1,2.7,0.1,21.9,0,3.884377129,0.1
SPA17,ENSG00000064199,3.8,7.4,5,4.7,11.8,14.7,13.8,9.8,5.2,12.2,38.3,5.1,124.1,12,2.1,15.8,1.6,17.1,4.4,2.3,0.8,18.6,5.2,9.3,11.7,1.2,9.7,0.3,4.2,4.1,7.7,2.3,5.9,430.2,34.9,4.5,5.8,430.2,0.3,70.78168423,5.9
TSPAN32,ENSG00000064201,0.5,0.7,2.2,12,0.4,0.2,1.6,0.4,0.3,1.2,0.4,0.4,0.8,2.2,7.6,0.2,0.2,3.1,6.3,0.7,0,0.2,0.4,0.3,0.3,0.5,0.6,0.1,0.7,0.6,0,4.6,0.7,0.4,0.3,2.2,1.3,12,0,2.42268618,0.5
WISP2,ENSG00000064205,53.7,13.4,0.8,0.1,70,0.3,459.5,5.8,0.6,10.1,0.8,5.8,19.1,10.3,10.1,0.1,0.2,25.6,1.9,167.2,0.8,1.2,2,8.7,1.6,2.3,33,3.7,25.2,2.2,8.7,0.4,0.9,46.5,0.5,0.4,10.4,459.5,0.1,78.05121691,3.7
DMRT3,ENSG00000064218,1.3,0,0,0,0.3,0.3,0,0,0,0.1,0,0.4,0,0,0,0,0,0.1,2.5,0,0,65.3,0,0,0,0.1,0,0.2,0,0,0.4,0,0,8.9,10.4,0,0.1,65.3,0,10.70376394,0
ST3GAL6,ENSG00000064225,15.1,10.3,5.1,1.6,7.8,9.1,7.2,2.3,2,3.6,14.6,1.9,10.1,3.5,16.9,14.3,28.4,11.6,1.7,1.1,0.7,1,12.2,5.4,3.1,8.2,2.8,2.7,19.6,1.8,3,4.3,4.3,3,4.8,2.5,1.3,28.4,0.7,6.188989729,4.3
ATP2C2,ENSG00000064270,0,0,3,7.6,3.1,1.4,8.6,28.7,27.3,1.5,0.2,5.1,10.7,7.1,0,1.8,0,15.5,0,0,0,0.1,1.3,19,38.4,1.5,0.3,0,30,22.3,0.8,0,5.7,0.7,14.5,0.4,4.5,38.4,0,10.15635976,1.5
NGFR,ENSG00000064300,32.4,26.9,11.3,0.2,8.7,5.5,6.2,3.3,2.4,4.1,4.9,2.9,7.6,14.5,6.5,2.9,8.1,0.9,5.8,0.6,0.7,3,21.3,10.1,2.7,6.8,10.8,0.2,5,4.5,11.5,24.5,0.9,10.7,2.2,3.6,2.9,32.4,0.2,7.551365861,5
CDON,ENSG00000064309,9.6,1.8,4.4,0.2,11,3.7,8.8,3.7,2.5,36.3,4.8,4.1,23.3,18.9,2.9,1.8,1.1,9.7,2.9,53.5,0.4,10.7,8,4.5,4,0.8,9.3,0.6,26.7,3.1,50.5,2,1.7,13.7,75.5,3,4.9,75.5,0.2,16.61740971,4.4
TAF2,ENSG00000064313,10.5,14.3,15.1,9.3,13.1,12.1,15.8,8.9,8.9,20.9,13.4,10.5,14.1,15.6,4.6,11.3,6.2,11.8,16.6,13.8,1.7,20,18.8,15.3,11.4,3.2,13.5,2,12.8,9.6,16.5,15.6,9.3,25.4,17.7,13.5,11.2,25.4,1.7,5.017300966,13.1
HIPK2,ENSG00000064393,22.2,11.4,9.6,10,10.9,61.3,6.8,6.7,7.6,6.4,5.1,10.2,14.4,7.5,20,28.6,5.1,11.9,4.9,6.9,2.4,25.1,14.7,15.5,5.4,4.8,8.3,8.2,3,6.2,5.9,9.7,14.1,3.7,15.9,4,7.2,61.3,2.4,10.29056104,8.2
TNPO3,ENSG00000064419,18.4,19.6,25.9,22.1,19.4,27.9,21.5,18.2,16.5,26,21.6,23.4,26.5,20.5,10,20.4,11.8,23.9,27.4,25.3,3.1,34.6,21.2,27.1,22.2,6.5,25.3,10.4,21.5,18.4,28.6,24.4,18.4,48.4,38.3,26.3,20.1,48.4,3.1,8.124982441,21.6
BORCS8-MEF2B,ENSG00000064489,0.1,0.1,0.3,0.4,0.1,0.4,0.5,0.3,0.1,0.8,0.1,0.3,1.4,0.8,0,0,0,0.4,0.6,0.9,0.1,0.5,0.4,0.3,0.3,0,0.4,0,0.8,0.1,1,0.3,0.3,0.5,0.6,0.5,0.4,1.4,0,0.316089141,0.3
RFXANK,ENSG00000064490,24,15.5,28.2,26.4,18.7,21.2,25.8,18.1,21.8,25.9,17.2,29.9,50.1,21.2,12.6,15.7,4.2,27.3,35.2,21.5,4.8,23.6,26.8,26.4,12.2,15.4,20.5,7.8,28.4,22.1,19.7,28,20.4,13.4,43.4,20.4,19.4,50.1,4.2,8.995468383,21.2
TMEM161A,ENSG00000064545,9.8,12.2,8,4.7,6.5,9.6,12.6,7.4,8.2,13.7,2.4,10.2,15.8,13.8,6.6,8.6,6.8,11.1,8.2,10.9,3.2,21.7,7.2,13.8,4.4,6.3,14.4,11.2,13.3,7.5,11.5,10.3,7.1,6.6,18.5,5.3,7.4,21.7,2.4,4.09954121,8.6
LPAR2,ENSG00000064547,4.9,3.3,24.9,33.7,5.8,5.4,8.1,7.2,9.6,6.1,3,7.6,11.5,20.3,0.7,1.9,1.1,11.3,19.4,6.5,3.6,20.5,6.1,15.9,8.6,4,6.2,0.3,15.7,11.7,2.8,27.7,32.6,40.7,11.1,13.4,10,40.7,0.3,9.801664264,8.1
CTSA,ENSG00000064601,93.7,243.4,109.3,57,39.1,58.7,65.5,178.6,105.2,61.3,48.9,67.1,56.8,141.7,57.3,187.8,50.7,126,70.5,60.1,8.5,151.1,113.4,58,189.3,17.6,69.2,14.9,101.6,113.7,99.6,101.6,60.7,69.5,58.6,55.3,97.7,243.4,8.5,51.00517641,69.2
SUGP2,ENSG00000064607,13.2,25.4,24.4,26.3,17.4,64.9,15.8,11.3,17.3,34.8,25.1,11.9,30.6,20.1,17.9,14.2,4.3,19.4,27.8,23.4,2.7,29.3,20.5,36.4,18.2,9.2,22.4,11.2,21.2,17.5,23,29.6,15.9,161.7,41.3,18.8,13.1,161.7,2.7,25.22831262,20.1
SLC12A2,ENSG00000064651,9.3,22.6,14.2,2.8,53.2,31.2,11.1,48.1,41.8,14.4,2.9,5.1,9.6,62.4,4,7.1,2.2,15.5,6.5,5.5,1.2,27.9,7,37.7,65.4,32,3.6,5.3,5.7,55,15.1,6.2,58.7,14.8,14.4,5.5,7.3,65.4,1.2,19.30165066,11.1
SNX24,ENSG00000064652,9.1,10.4,7.5,2.7,9.1,15.9,11.8,10.5,14.9,10.9,13.9,39.4,11.7,16.1,7.5,20.7,6.9,24.9,6.7,5.5,2.1,37.2,34.7,9.2,13.3,4.2,8.7,3.1,18.9,11.7,15.6,10.2,14.7,15.5,29.4,7.9,11.1,39.4,2.1,9.004256765,11.1
EYA2,ENSG00000064655,13.3,1.9,3.1,0,10.3,6.5,76.3,6.6,0.3,28.2,4.4,21.1,50,2.7,1,5,0.5,2.3,0.9,0.4,0.4,19.1,8.7,27.3,3.1,13.4,12.6,0.3,2,0.4,2.7,0.7,8.3,9.3,18.1,5.6,6.6,76.3,0,15.01252411,5
CNN2,ENSG00000064666,72.5,25.7,200.3,136.4,42.1,7.8,110.6,35.5,25.4,100.1,24.1,71.7,52.8,122.8,24.5,26.7,18.2,142.3,208.5,150.2,9.4,15.2,53.3,82.9,36.9,34.7,95.3,2,59,34.5,80.7,161.2,39.5,16.5,116.4,153.9,104.4,208.5,2,55.70567822,53.3
ABCA7,ENSG00000064687,5.9,3.5,12.6,23.4,1.6,3.5,5.8,4.9,4.1,2.3,1.7,5.1,3.4,7.1,1.1,2.5,1,8.3,20.2,0.5,1.2,7.2,3.2,4,3.6,2.8,2.7,1.7,11.7,5,1.8,25.3,6.5,1.9,3.6,7.2,5,25.3,0.5,5.814222757,3.6
SNCAIP,ENSG00000064692,2.8,1.4,3.1,0.4,1.2,11.3,25.8,1.1,1.6,29.8,1.7,0.8,7.9,4.1,0.8,1,0.1,2.2,2.2,43.3,0.1,0.2,2.8,3.1,1.1,0.2,3.8,0.1,2.4,1.1,17.5,6.3,0.9,9.7,0.8,1.4,6,43.3,0.1,9.171883545,1.7
DDX20,ENSG00000064703,5.9,5.7,8.5,8.8,9.7,5.6,7.1,5,4.7,11.3,7.1,4.8,9.6,6.2,2.9,6.1,2.6,8,10.2,8.8,1,12.6,8.7,8.7,6.1,1.6,7.5,2,5.9,5.2,9,10,4.2,130.7,9.5,8.2,5.7,130.7,1,20.27442084,7.1
BTBD1,ENSG00000064726,39.2,33.8,32.3,21.8,34.8,82.1,36.9,31.9,31.5,39.2,30.2,32.3,48.9,43.9,68.3,38.8,17,34.4,40.6,28.1,3.5,55.9,33.4,47,37.8,8.7,32.5,109.7,18.9,32,37.3,34.4,21.6,102.8,60,30.1,33.3,109.7,3.5,21.48227904,34.4
FAR2,ENSG00000064763,9.1,11.5,12.6,11.3,11.8,22.4,6.2,33.6,17.5,9.4,43.9,8.2,3.4,8.3,4.7,3.8,2,16.7,8.5,2.9,0.6,1.7,25.3,4.2,30.9,2,2.6,2.2,8.3,20.6,11,16.7,4.5,16.5,7.3,2.7,10,43.9,0.6,9.732396782,8.5
BCAS1,ENSG00000064787,1.1,0.3,8.1,0.1,4.5,108.7,11.5,69.4,19.1,2.4,2.8,8,2.5,13.5,0.1,1.6,0.1,4.4,0.7,0.1,0,0,0.1,53.9,80.7,1.5,0.4,0,0.6,35.4,4.4,0.7,155.8,6.2,0,6,47.6,155.8,0,34.21406274,2.5
POU1F1,ENSG00000064835,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0.036859951,0
CHI3L2,ENSG00000064886,27,0.9,152.3,1.8,45.1,51.5,1.5,2.5,1.1,2.8,0.4,2.9,1.9,18.8,3.1,0.8,0.4,65.3,67.1,0.8,0.1,0.7,17.2,10.7,3,58.6,1,0,10.1,2.8,5.1,26.9,2.1,23.5,19,103.1,63.5,152.3,0,33.27613776,3
SBNO2,ENSG00000064932,13.9,3.2,11.3,6.9,0.8,1.9,1.7,4.2,1.8,5,0.3,0.9,1.1,4.7,0.1,3,1.9,5.4,3,1.8,0.7,0.3,3.3,3.5,0.4,1.4,1,1.4,5.8,3.4,3,11.9,9.5,2.7,0.3,2.3,0.8,13.9,0.1,3.363400311,2.3
PMS1,ENSG00000064933,9.5,11.6,15.8,8.2,13.5,13.5,14,7.5,7.6,21.5,18.9,7,14.1,13.1,4.4,6.8,3.6,11.9,16,14.5,1.2,13.1,12.4,15.4,9.8,4.2,13.9,3.3,13.4,9.1,15.2,18,12.5,85,17.6,9.8,10.1,85,1.2,12.7912566,12.5
HMG20B,ENSG00000064961,30,24.8,23.9,18.5,29,15.9,35.8,28.4,28.1,42.5,19.1,27.5,36.1,26,9.5,25.5,11.2,27.5,22.5,19.9,4.5,39.8,32.3,70.1,18.7,18.2,36.1,6.6,39.5,37.8,28.8,29.5,28.4,31.1,26.6,14.5,20.8,70.1,4.5,11.63764012,27.5
CALCRL,ENSG00000064989,76.8,8.1,17.1,0.2,13.4,27.6,41.4,6.9,5.9,35.6,5.5,9.6,19,39,13.3,15.3,6.5,114.3,8.9,19.3,0.9,23.2,16.6,11.9,10.6,2.3,10.7,2.1,4.8,7,39.2,11.6,6.8,5.1,47.5,8.4,21.5,114.3,0.2,22.21400758,11.6
